timestamp,X Acceleration,X Velocity,X Displacement,Y Acceleration,Y Velocity,Y Displacement,Z Acceleration,Z Velocity,Z Displacement
24.77041699,0.441462219,0.167138219,-2.398395399,0.366002858,1.213886675,-1.624718546,-0.179748535,0.412108461,0.70668845
24.9233208,0.364802063,0.478383759,-2.317599662,0.329381764,1.398543021,-1.471440015,-0.123840332,0.305047259,0.693529724
25.07622461,0.314509094,0.690062022,-2.200102061,0.307897389,1.542126341,-1.30327749,-0.059387207,0.302721558,0.676006427
25.22912842,0.232477844,0.798813664,-2.061779296,0.262243092,1.637968189,-1.126890613,-0.070617676,0.347878918,0.667025466
25.38203223,0.162653625,0.79180067,-1.91966715,0.145055592,1.61779058,-0.954504031,-0.053527832,0.395828554,0.670498482
25.53493604,0.256647766,0.80168131,-1.781554825,0.150670826,1.521762102,-0.800192064,-0.065246582,0.442328217,0.685624697
25.68783984,0.271784484,0.892577455,-1.640208952,0.193151295,1.468755502,-0.66588554,-0.089904785,0.458443027,0.708981188
25.84074365,0.238093078,0.967103966,-1.491145406,0.238317311,1.486539218,-0.542593138,-0.179992676,0.394202717,0.732000174
25.99364746,0.163386047,0.954850968,-1.343177314,0.221471608,1.529528794,-0.423003888,-0.21661377,0.247518463,0.743374649
26.14655127,0.177057922,0.890047178,-1.208310719,0.11697942,1.486808396,-0.311856063,-0.136047363,0.144186279,0.74166961
26.29945508,0.218805969,0.859576189,-1.089504942,0.095495045,1.358112434,-0.222138753,-0.08380127,0.141286331,0.738584167
26.45235889,0.190485656,0.833753013,-0.985316873,0.119420826,1.24162999,-0.159040879,-0.035705566,0.20755804,0.746560529
26.6052627,0.307673156,0.873656011,-0.89148913,0.181676686,1.198773208,-0.115572282,-0.114807129,0.244507255,0.76760721
26.7581665,0.302546203,0.999480738,-0.797057021,0.24588567,1.256725512,-0.078366401,-0.195861816,0.161137337,0.789712394
26.91107031,0.235895813,1.072180426,-0.700095542,0.207067311,1.338358332,-0.038276957,-0.182678223,0.033751376,0.800771014
27.06397412,0.285944641,1.131356594,-0.606584924,0.122350514,1.334428328,-0.000403589,-0.168273926,-0.065726174,0.800632905
27.21687793,0.293757141,1.23471749,-0.515116181,0.166051686,1.310884195,0.027262551,-0.173400879,-0.156665387,0.79280517
27.36978174,0.199763,1.280305535,-0.42710236,0.140905201,1.315065432,0.045844038,-0.067687988,-0.177438778,0.783098649
27.52268555,0.212702453,1.275657722,-0.350465655,0.130163014,1.305694437,0.057045018,-0.106750488,-0.156098318,0.779181419
27.67558936,0.185602844,1.269646073,-0.288662936,0.142125905,1.307908877,0.061050349,-0.196350098,-0.235940205,0.775674971
27.82849316,0.203913391,1.265730425,-0.241326683,0.106237233,1.30189005,0.058129857,-0.214660645,-0.396291541,0.758492374
27.98139697,0.237848938,1.309785948,-0.204387153,0.11673528,1.289511435,0.047295778,-0.160461426,-0.527410109,0.724116593
28.13430078,0.173151672,1.341627952,-0.17473876,0.090856373,1.282318989,0.029087186,-0.118225098,-0.586439126,0.680718332
28.28720459,0.147272766,1.320283903,-0.156595699,0.03885442,1.236016724,0.002011521,-0.067687988,-0.579939366,0.638809859
28.4401084,0.085749328,1.250620547,-0.156486147,0.04666692,1.174737376,-0.0368784,-0.060119629,-0.535758226,0.605865679
28.59301221,0.099665344,1.165771943,-0.177631953,0.055455983,1.14095011,-0.085773884,-0.186340332,-0.585699782,0.577075979
28.74591602,0.127497375,1.134256542,-0.215157283,0.03079778,1.10976849,-0.141814622,-0.244689941,-0.778984192,0.533874929
28.89881982,0.089899719,1.114775208,-0.262241754,0.103063405,1.129558483,-0.200346609,-0.195861816,-0.98362075,0.464139814
29.05172363,0.026911438,1.035306581,-0.321290778,0.08182317,1.2047382,-0.252500864,-0.00567627,-1.012074696,0.380396223
29.20462744,0.009333313,0.909632595,-0.399615278,0.008092701,1.226900551,-0.297158088,0.06048584,-0.851892045,0.310574181
29.35753125,-0.001897156,0.777530629,-0.500505144,-0.002161205,1.201181457,-0.341265936,0.075866699,-0.63533627,0.273338493
29.51043506,0.038141906,0.684068318,-0.620597711,-0.018274486,1.167914602,-0.388756848,-0.01373291,-0.480486939,0.268020759
29.66333887,0.117975891,0.698919784,-0.747559451,0.029821217,1.171431866,-0.437265513,-0.176086426,-0.520397115,0.274663046
29.81624268,0.166071594,0.8262878,-0.863498328,0.075963795,1.260120748,-0.477167533,-0.260803223,-0.752087892,0.263347134
29.96914648,0.161188781,0.999050053,-0.955816478,0.053991139,1.38239591,-0.498893731,-0.133605957,-0.959925877,0.220763244
30.12205029,0.108698547,1.140070794,-1.02342939,-0.04708308,1.426354528,-0.505435544,0.086853027,-0.912895036,0.167876757
30.2749541,0.135065734,1.27326383,-1.069493139,-0.057092845,1.398191295,-0.508201689,0.104675293,-0.690743941,0.137599755
30.42785791,0.094050109,1.406629139,-1.094803776,-0.022424877,1.398295377,-0.510760218,0.069030762,-0.485170642,0.142287174
30.58076172,0.084772766,1.515703794,-1.101348951,0.041784108,1.482838913,-0.504760653,-0.139465332,-0.468050899,0.166338977
30.73366553,0.188532531,1.711945577,-1.084114548,0.090856373,1.665187503,-0.476296648,-0.211486816,-0.669744441,0.178294194
30.88656934,0.197077453,2.006864552,-1.028641544,0.01126653,1.840691786,-0.418013903,-0.139221191,-0.878680674,0.16043016
31.03947314,0.126276672,2.26680111,-0.930204465,-0.059778392,1.918649424,-0.337314015,-0.039611816,-0.963902539,0.121520961
31.19237695,0.034723938,2.41511479,-0.800528411,-0.131799877,1.902114696,-0.248548211,0.125183105,-0.855872295,0.085891065
31.34528076,0.078425109,2.537092061,-0.650860472,-0.082727611,1.880472756,-0.159232284,0.073669434,-0.667318246,0.074619335
31.49818457,0.085993469,2.709140093,-0.47996172,0.041295826,2.001017998,-0.058784388,-0.063293457,-0.625211575,0.082775014
31.65108838,-0.007512391,2.830327774,-0.288141807,-0.010461986,2.188143607,0.068907454,-0.170227051,-0.77504701,0.084217242
31.80399219,0.013971984,2.910937717,-0.082482924,-0.10958308,2.273950486,0.22130851,-0.106994629,-0.969110242,0.060144853
31.956896,-0.056584656,2.968549061,0.132108676,-0.158167064,2.26150368,0.383307493,-0.02911377,-1.067292147,0.0137276
32.1097998,-0.133977234,2.928229734,0.346350257,-0.268762767,2.141726493,0.539385139,0.043640137,-1.058926084,-0.039929012
32.26270361,-0.202092469,2.792901217,0.545536361,-0.244592845,1.966480622,0.677110505,0.073425293,-0.977339922,-0.08698286
32.41560742,-0.258244812,2.580340049,0.716849462,-0.177698314,1.868147977,0.797955468,0.015808105,-0.919326604,-0.123290218
